,insertion_sort,bubble_sort,selection_sort,comb_sort,enhanced_cocktail_sort,quicksort,input_control,param_1_length,quicksortRecursionError
23,0.00042510032653808594,0.11168360710144043,0.02232074737548828,0.0014879703521728516,0.11935234069824219,0.03431200981140137,reverse,1000,
24,0.030307769775390625,0.07375288009643555,0.02105426788330078,0.002176046371459961,0.06949329376220703,0.00151824951171875,random,1000,
25,0.061354637145996094,0.029062747955322266,0.021045446395874023,0.0011222362518310547,6.127357482910156e-05,0.031352996826171875,sorted,1000,
26,0.0004203319549560547,0.1113576889038086,0.021885156631469727,0.001477956771850586,0.11923933029174805,0.03340482711791992,reverse,1000,
27,0.03064107894897461,0.07191276550292969,0.02104973793029785,0.002232074737548828,0.06839418411254883,0.0014848709106445312,random,1000,
28,0.06083369255065918,0.028385400772094727,0.02092289924621582,0.001123189926147461,6.0558319091796875e-05,0.03079819679260254,sorted,1000,
29,0.00042319297790527344,0.11139059066772461,0.02198481559753418,0.0014808177947998047,0.11953067779541016,0.03346610069274902,reverse,1000,
30,0.030156373977661133,0.07374262809753418,0.02182626724243164,0.0022821426391601562,0.07037591934204102,0.0015215873718261719,random,1000,
31,0.061101675033569336,0.028240680694580078,0.021020889282226562,0.0011184215545654297,6.103515625e-05,0.03037405014038086,sorted,1000,
32,0.0004451274871826172,0.11066055297851562,0.022043228149414062,0.0016820430755615234,0.12152719497680664,0.03049612045288086,reverse,1000,
33,0.03127741813659668,0.0750579833984375,0.02181220054626465,0.0022978782653808594,0.06940722465515137,0.0015306472778320312,random,1000,
34,0.06072378158569336,0.02840280532836914,0.020948410034179688,0.0011184215545654297,6.127357482910156e-05,0.029906749725341797,sorted,1000,
35,0.0004248619079589844,0.11304163932800293,0.021825790405273438,0.0014941692352294922,0.12247991561889648,0.03129124641418457,reverse,1000,
36,0.02956247329711914,0.07488346099853516,0.021114826202392578,0.002145528793334961,0.07179737091064453,0.0015518665313720703,random,1000,
37,0.061377525329589844,0.028293371200561523,0.02106475830078125,0.0011250972747802734,6.079673767089844e-05,0.04407143592834473,sorted,1000,
38,0.0004229545593261719,0.11282062530517578,0.022078752517700195,0.0014846324920654297,0.12955689430236816,0.03185009956359863,reverse,1000,
39,0.03165936470031738,0.07349205017089844,0.02155280113220215,0.0021872520446777344,0.06882691383361816,0.0015206336975097656,random,1000,
40,0.06264233589172363,0.029044151306152344,0.020910263061523438,0.0011796951293945312,6.771087646484375e-05,0.03448987007141113,sorted,1000,
41,0.0004398822784423828,0.11380410194396973,0.02562260627746582,0.0017125606536865234,0.12165975570678711,0.030715465545654297,reverse,1000,
42,0.03337359428405762,0.07203841209411621,0.0225222110748291,0.002235889434814453,0.0671396255493164,0.0014827251434326172,random,1000,
43,0.0619664192199707,0.0291440486907959,0.022684097290039062,0.001123666763305664,6.198883056640625e-05,0.033246517181396484,sorted,1000,
44,0.0004210472106933594,0.11366844177246094,0.021889209747314453,0.0014889240264892578,0.1219625473022461,0.03142499923706055,reverse,1000,
45,0.03016185760498047,0.07674622535705566,0.022322416305541992,0.0021708011627197266,0.0713953971862793,0.001489877700805664,random,1000,
46,0.06225848197937012,0.031003952026367188,0.02235102653503418,0.0011210441589355469,6.079673767089844e-05,0.03437304496765137,sorted,1000,
47,0.0004222393035888672,0.11665511131286621,0.024173498153686523,0.0014805793762207031,0.1244652271270752,0.03856706619262695,reverse,1000,
48,0.03090500831604004,0.07361817359924316,0.021680355072021484,0.0022110939025878906,0.0708470344543457,0.0015020370483398438,random,1000,
49,0.0608212947845459,0.02847886085510254,0.020977497100830078,0.0011208057403564453,6.079673767089844e-05,0.031176328659057617,sorted,1000,
50,0.0004241466522216797,0.11513948440551758,0.021903514862060547,0.0014994144439697266,0.12196588516235352,0.03070378303527832,reverse,1000,
51,0.03229641914367676,0.07338356971740723,0.021062135696411133,0.0021893978118896484,0.06813621520996094,0.0015668869018554688,random,1000,
52,0.06128334999084473,0.029688119888305664,0.021817922592163086,0.0011539459228515625,6.246566772460938e-05,0.0310361385345459,sorted,1000,
53,0.0004286766052246094,0.11254620552062988,0.022134780883789062,0.0015020370483398438,0.12263011932373047,0.03378629684448242,reverse,1000,
54,0.030306339263916016,0.07379484176635742,0.02128434181213379,0.002229452133178711,0.06909990310668945,0.001539468765258789,random,1000,
55,0.0614161491394043,0.028423309326171875,0.02103734016418457,0.0011167526245117188,6.103515625e-05,0.03108835220336914,sorted,1000,
56,0.00043201446533203125,0.11293268203735352,0.02197551727294922,0.001481771469116211,0.12144303321838379,0.034401893615722656,reverse,1000,
57,0.03203463554382324,0.07411050796508789,0.021690845489501953,0.0022110939025878906,0.06755805015563965,0.00153350830078125,random,1000,
58,0.06132769584655762,0.02848982810974121,0.021007776260375977,0.0011296272277832031,6.127357482910156e-05,0.03170514106750488,sorted,1000,
59,0.00042700767517089844,0.11259269714355469,0.022014141082763672,0.0014834403991699219,0.12131667137145996,0.03548431396484375,reverse,1000,
60,0.03242063522338867,0.07251358032226562,0.021147489547729492,0.0021402835845947266,0.06766319274902344,0.001552581787109375,random,1000,
61,0.06147933006286621,0.02848958969116211,0.020967483520507812,0.0011227130889892578,6.103515625e-05,0.031240224838256836,sorted,1000,
62,0.00042366981506347656,0.11177182197570801,0.02243781089782715,0.001483917236328125,0.12142086029052734,0.033782958984375,reverse,1000,
63,0.03199481964111328,0.07294583320617676,0.021025419235229492,0.0022232532501220703,0.06946945190429688,0.0014836788177490234,random,1000,
64,0.060675621032714844,0.02914881706237793,0.020926952362060547,0.0011217594146728516,6.127357482910156e-05,0.03139472007751465,sorted,1000,
65,0.00042366981506347656,0.11182665824890137,0.022918224334716797,0.001477956771850586,0.12062454223632812,0.03104567527770996,reverse,1000,
66,0.03140115737915039,0.07424426078796387,0.021119117736816406,0.002211332321166992,0.0701754093170166,0.001497507095336914,random,1000,
67,0.06161165237426758,0.028597116470336914,0.021687984466552734,0.0011248588562011719,6.151199340820312e-05,0.031600236892700195,sorted,1000,
68,0.0004298686981201172,0.11331629753112793,0.02361607551574707,0.0014770030975341797,0.12069153785705566,0.03226733207702637,reverse,1000,
69,0.030448436737060547,0.07382965087890625,0.023244380950927734,0.002176523208618164,0.06993627548217773,0.0014681816101074219,random,1000,
70,0.06140327453613281,0.028972387313842773,0.021945953369140625,0.0011627674102783203,6.198883056640625e-05,0.0311281681060791,sorted,1000,
71,0.00042247772216796875,0.11236906051635742,0.02214193344116211,0.0015411376953125,0.12432980537414551,0.03248929977416992,reverse,1000,
72,0.032813072204589844,0.07060861587524414,0.02102041244506836,0.002172708511352539,0.06453919410705566,0.0014944076538085938,random,1000,
73,0.061158180236816406,0.028613805770874023,0.021001100540161133,0.0011353492736816406,6.151199340820312e-05,0.04705405235290527,sorted,1000,
